val_loss,epoch,step,train_loss
5.362260818481445,5,299,
,5,299,5.296429634094238
5.367796421051025,6,349,
,6,349,5.244635105133057
5.470549583435059,7,399,
,7,399,5.005467891693115
5.441612720489502,8,449,
,8,449,5.13603401184082
5.22819185256958,9,499,
,9,499,4.979440689086914
5.412694454193115,10,549,
,10,549,5.069599151611328
5.3835859298706055,11,599,
,11,599,4.987306118011475
