time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm)
2010-09-19,17.1,10.2,13.5,2010-09-19T06:40,2010-09-19T19:08,0.00,0.00,0.00
2010-09-20,19.1,12.1,15.9,2010-09-20T06:41,2010-09-20T19:05,0.10,0.10,0.00
2010-09-21,20.0,10.1,14.4,2010-09-21T06:43,2010-09-21T19:03,0.00,0.00,0.00
2010-09-22,21.7,9.7,15.3,2010-09-22T06:45,2010-09-22T19:01,0.00,0.00,0.00
2010-09-23,17.4,12.9,15.1,2010-09-23T06:46,2010-09-23T18:59,5.00,5.00,0.00
2010-09-24,14.3,9.7,11.8,2010-09-24T06:48,2010-09-24T18:56,0.70,0.70,0.00
2010-09-25,13.1,6.1,9.8,2010-09-25T06:49,2010-09-25T18:54,0.00,0.00,0.00
2010-09-26,14.0,7.7,10.6,2010-09-26T06:51,2010-09-26T18:52,4.10,4.10,0.00
2010-09-27,15.7,10.8,13.1,2010-09-27T06:53,2010-09-27T18:49,0.20,0.20,0.00
2010-09-28,16.4,11.7,14.1,2010-09-28T06:54,2010-09-28T18:47,0.30,0.30,0.00
2010-09-29,15.3,13.1,14.0,2010-09-29T06:56,2010-09-29T18:45,10.10,10.10,0.00
2010-09-30,16.1,7.3,12.0,2010-09-30T06:58,2010-09-30T18:42,0.10,0.10,0.00
2010-10-01,14.8,11.3,13.5,2010-10-01T06:59,2010-10-01T18:40,15.60,15.60,0.00
2010-10-02,17.1,7.9,13.3,2010-10-02T07:01,2010-10-02T18:38,11.30,11.30,0.00
2010-10-03,17.8,12.6,15.5,2010-10-03T07:02,2010-10-03T18:36,7.40,7.40,0.00
2010-10-04,17.6,11.9,14.2,2010-10-04T07:04,2010-10-04T18:33,5.00,5.00,0.00
2010-10-05,16.7,11.4,14.3,2010-10-05T07:06,2010-10-05T18:31,0.00,0.00,0.00
2010-10-06,16.5,10.4,14.0,2010-10-06T07:07,2010-10-06T18:29,6.00,6.00,0.00
2010-10-07,17.2,6.9,12.4,2010-10-07T07:09,2010-10-07T18:27,1.70,1.70,0.00
2010-10-08,17.8,13.9,15.4,2010-10-08T07:11,2010-10-08T18:24,1.80,1.80,0.00
2010-10-09,17.0,13.4,14.8,2010-10-09T07:12,2010-10-09T18:22,0.00,0.00,0.00
2010-10-10,17.6,11.1,14.5,2010-10-10T07:14,2010-10-10T18:20,0.00,0.00,0.00
2010-10-11,16.8,9.8,12.3,2010-10-11T07:16,2010-10-11T18:18,0.00,0.00,0.00
2010-10-12,13.1,9.5,11.3,2010-10-12T07:17,2010-10-12T18:16,0.00,0.00,0.00
2010-10-13,11.5,8.2,9.8,2010-10-13T07:19,2010-10-13T18:13,0.00,0.00,0.00
2010-10-14,11.6,8.1,9.8,2010-10-14T07:21,2010-10-14T18:11,0.00,0.00,0.00
2010-10-15,13.1,9.5,10.9,2010-10-15T07:22,2010-10-15T18:09,1.30,1.30,0.00
2010-10-16,12.7,7.0,9.3,2010-10-16T07:24,2010-10-16T18:07,0.60,0.60,0.00
2010-10-17,11.7,5.3,8.2,2010-10-17T07:26,2010-10-17T18:05,0.00,0.00,0.00
2010-10-18,13.3,4.4,8.8,2010-10-18T07:28,2010-10-18T18:03,0.00,0.00,0.00
2010-10-19,11.9,6.1,9.3,2010-10-19T07:29,2010-10-19T18:01,1.70,1.70,0.00
2010-10-20,7.8,1.3,4.7,2010-10-20T07:31,2010-10-20T17:59,0.00,0.00,0.00
2010-10-21,11.1,-0.2,5.3,2010-10-21T07:33,2010-10-21T17:57,0.00,0.00,0.00
2010-10-22,12.6,4.1,8.2,2010-10-22T07:34,2010-10-22T17:55,0.00,0.00,0.00
2010-10-23,11.2,6.1,9.6,2010-10-23T07:36,2010-10-23T17:53,7.00,7.00,0.00
2010-10-24,9.7,2.4,5.7,2010-10-24T07:38,2010-10-24T17:51,0.00,0.00,0.00
2010-10-25,9.3,1.2,4.5,2010-10-25T07:40,2010-10-25T17:49,0.00,0.00,0.00
2010-10-26,12.4,0.6,7.0,2010-10-26T07:41,2010-10-26T17:47,3.90,3.90,0.00
2010-10-27,15.4,10.2,12.7,2010-10-27T07:43,2010-10-27T17:45,0.10,0.10,0.00
2010-10-28,15.2,9.8,12.1,2010-10-28T07:45,2010-10-28T17:43,0.10,0.10,0.00
2010-10-29,14.1,10.6,12.3,2010-10-29T07:47,2010-10-29T17:41,3.10,3.10,0.00
2010-10-30,13.6,7.9,10.6,2010-10-30T07:48,2010-10-30T17:39,0.20,0.20,0.00
2010-10-31,11.8,8.8,10.1,2010-10-31T07:50,2010-10-31T17:37,1.60,1.60,0.00
2010-11-01,11.3,8.2,9.6,2010-11-01T07:52,2010-11-01T17:35,0.00,0.00,0.00
2010-11-02,14.5,10.4,12.7,2010-11-02T07:54,2010-11-02T17:34,0.00,0.00,0.00
2010-11-03,14.8,12.9,13.9,2010-11-03T07:55,2010-11-03T17:32,0.20,0.20,0.00
2010-11-04,15.8,13.9,14.9,2010-11-04T07:57,2010-11-04T17:30,0.00,0.00,0.00
2010-11-05,15.1,13.4,14.7,2010-11-05T07:59,2010-11-05T17:28,2.70,2.70,0.00
2010-11-06,12.7,6.5,9.2,2010-11-06T08:01,2010-11-06T17:27,4.10,4.10,0.00
2010-11-07,8.3,3.2,5.5,2010-11-07T08:02,2010-11-07T17:25,0.70,0.70,0.00
2010-11-08,6.1,2.9,4.8,2010-11-08T08:04,2010-11-08T17:23,13.40,13.40,0.00
2010-11-09,8.7,4.9,6.6,2010-11-09T08:06,2010-11-09T17:22,2.30,2.30,0.00
2010-11-10,6.7,0.4,4.1,2010-11-10T08:08,2010-11-10T17:20,0.00,0.00,0.00
2010-11-11,13.2,0.1,8.0,2010-11-11T08:09,2010-11-11T17:19,6.20,6.20,0.00
2010-11-12,12.1,9.4,10.6,2010-11-12T08:11,2010-11-12T17:17,3.00,3.00,0.00
2010-11-13,11.4,7.1,9.0,2010-11-13T08:13,2010-11-13T17:16,0.20,0.20,0.00
2010-11-14,8.2,4.0,6.9,2010-11-14T08:15,2010-11-14T17:15,9.50,9.50,0.00
2010-11-15,5.9,-0.5,2.8,2010-11-15T08:16,2010-11-15T17:13,0.00,0.00,0.00
2010-11-16,6.2,1.0,3.5,2010-11-16T08:18,2010-11-16T17:12,0.00,0.00,0.00
2010-11-17,6.3,5.2,5.8,2010-11-17T08:20,2010-11-17T17:10,4.70,4.70,0.00
2010-11-18,9.5,4.5,6.6,2010-11-18T08:21,2010-11-18T17:09,2.00,2.00,0.00
2010-11-19,8.7,1.2,5.1,2010-11-19T08:23,2010-11-19T17:08,0.00,0.00,0.00
2010-11-20,8.1,5.7,7.0,2010-11-20T08:25,2010-11-20T17:07,0.00,0.00,0.00
2010-11-21,8.1,3.9,5.7,2010-11-21T08:26,2010-11-21T17:06,0.00,0.00,0.00
2010-11-22,7.4,3.4,4.9,2010-11-22T08:28,2010-11-22T17:05,0.50,0.50,0.00
2010-11-23,5.9,2.4,4.5,2010-11-23T08:29,2010-11-23T17:04,0.00,0.00,0.00
2010-11-24,4.1,-1.2,1.4,2010-11-24T08:31,2010-11-24T17:03,0.00,0.00,0.00
2010-11-25,2.6,-1.7,0.2,2010-11-25T08:33,2010-11-25T17:02,0.00,0.00,0.00
2010-11-26,2.2,-3.0,-1.3,2010-11-26T08:34,2010-11-26T17:01,0.00,0.00,0.00
2010-11-27,2.5,-4.1,-1.5,2010-11-27T08:36,2010-11-27T17:00,0.20,0.10,0.07
2010-11-28,0.7,-5.1,-2.6,2010-11-28T08:37,2010-11-28T16:59,0.00,0.00,0.00
2010-11-29,2.3,-2.7,-0.9,2010-11-29T08:38,2010-11-29T16:58,0.00,0.00,0.00
2010-11-30,1.7,-0.8,0.2,2010-11-30T08:40,2010-11-30T16:58,3.80,0.50,2.59
2010-12-01,-0.1,-1.6,-1.0,2010-12-01T08:41,2010-12-01T16:57,2.20,0.00,2.31
2010-12-02,-1.2,-4.0,-2.1,2010-12-02T08:43,2010-12-02T16:56,4.90,0.10,3.64
2010-12-03,-4.3,-9.3,-6.5,2010-12-03T08:44,2010-12-03T16:56,0.00,0.00,0.00
2010-12-04,2.8,-1.5,1.9,2010-12-04T08:45,2010-12-04T16:55,5.90,5.20,0.49
2010-12-05,2.6,-2.6,0.9,2010-12-05T08:47,2010-12-05T16:55,0.00,0.00,0.00
2010-12-06,-0.4,-5.8,-3.5,2010-12-06T08:48,2010-12-06T16:54,0.00,0.00,0.00
2010-12-07,0.1,-5.6,-2.6,2010-12-07T08:49,2010-12-07T16:54,0.00,0.00,0.00
2010-12-08,1.6,-2.7,-1.0,2010-12-08T08:50,2010-12-08T16:54,0.00,0.00,0.00
2010-12-09,2.8,-5.8,-1.7,2010-12-09T08:51,2010-12-09T16:54,0.00,0.00,0.00
2010-12-10,4.8,-0.4,2.9,2010-12-10T08:52,2010-12-10T16:53,0.00,0.00,0.00
2010-12-11,7.2,2.1,4.6,2010-12-11T08:53,2010-12-11T16:53,0.00,0.00,0.00
2010-12-12,5.0,-1.3,1.2,2010-12-12T08:54,2010-12-12T16:53,0.00,0.00,0.00
2010-12-13,3.6,-1.8,0.8,2010-12-13T08:55,2010-12-13T16:53,0.00,0.00,0.00
2010-12-14,3.6,-3.0,1.8,2010-12-14T08:56,2010-12-14T16:53,0.00,0.00,0.00
2010-12-15,4.3,-3.1,0.6,2010-12-15T08:57,2010-12-15T16:53,0.30,0.30,0.00
2010-12-16,6.0,-1.5,2.6,2010-12-16T08:58,2010-12-16T16:53,3.50,3.00,0.42
2010-12-17,-0.4,-5.3,-3.3,2010-12-17T08:59,2010-12-17T16:54,0.10,0.00,0.35
2010-12-18,0.4,-5.4,-2.5,2010-12-18T08:59,2010-12-18T16:54,4.30,0.00,3.15
2010-12-19,0.7,-5.7,-2.5,2010-12-19T09:00,2010-12-19T16:54,0.00,0.00,0.00
2010-12-20,-0.2,-9.6,-4.3,2010-12-20T09:01,2010-12-20T16:55,2.10,0.00,1.75
2010-12-21,1.3,-1.0,0.2,2010-12-21T09:01,2010-12-21T16:55,0.70,0.00,0.49
2010-12-22,0.9,-2.1,-0.1,2010-12-22T09:02,2010-12-22T16:56,0.00,0.00,0.00
2010-12-23,1.9,-1.5,0.1,2010-12-23T09:02,2010-12-23T16:56,0.00,0.00,0.00
2010-12-24,0.5,-2.4,-0.8,2010-12-24T09:02,2010-12-24T16:57,0.00,0.00,0.00
2010-12-25,-0.7,-7.7,-4.4,2010-12-25T09:03,2010-12-25T16:58,0.00,0.00,0.00
2010-12-26,-0.3,-8.0,-5.0,2010-12-26T09:03,2010-12-26T16:58,0.00,0.00,0.00
2010-12-27,2.6,-2.4,1.6,2010-12-27T09:03,2010-12-27T16:59,0.00,0.00,0.00
2010-12-28,6.5,1.8,3.8,2010-12-28T09:03,2010-12-28T17:00,5.10,5.10,0.00
2010-12-29,6.2,4.7,5.3,2010-12-29T09:03,2010-12-29T17:01,0.30,0.30,0.00
2010-12-30,5.9,3.9,4.7,2010-12-30T09:04,2010-12-30T17:02,0.00,0.00,0.00
2010-12-31,5.8,2.0,4.1,2010-12-31T09:04,2010-12-31T17:03,0.00,0.00,0.00
2011-01-01,5.9,3.2,4.5,2011-01-01T09:04,2011-01-01T17:04,0.40,0.40,0.00
2011-01-02,2.8,-1.9,0.8,2011-01-02T09:03,2011-01-02T17:05,0.00,0.00,0.00
2011-01-03,2.1,-2.5,-0.3,2011-01-03T09:03,2011-01-03T17:06,0.00,0.00,0.00
2011-01-04,4.2,-0.3,2.0,2011-01-04T09:03,2011-01-04T17:07,0.00,0.00,0.00
2011-01-05,6.5,3.4,5.0,2011-01-05T09:03,2011-01-05T17:08,4.40,4.40,0.00
2011-01-06,6.0,1.2,3.2,2011-01-06T09:02,2011-01-06T17:09,9.80,8.70,0.77
2011-01-07,9.5,1.8,5.8,2011-01-07T09:02,2011-01-07T17:11,6.10,5.70,0.28
2011-01-08,8.9,1.4,6.7,2011-01-08T09:01,2011-01-08T17:12,3.40,3.40,0.00
2011-01-09,5.3,-1.3,1.8,2011-01-09T09:01,2011-01-09T17:13,0.00,0.00,0.00
2011-01-10,7.0,-2.3,3.1,2011-01-10T09:01,2011-01-10T17:14,2.00,2.00,0.00
2011-01-11,7.3,2.9,5.3,2011-01-11T09:00,2011-01-11T17:16,5.90,5.90,0.00
2011-01-12,11.0,2.0,7.8,2011-01-12T08:59,2011-01-12T17:17,8.70,8.70,0.00
2011-01-13,12.0,10.6,11.3,2011-01-13T08:58,2011-01-13T17:19,1.30,1.30,0.00
2011-01-14,10.8,7.7,9.9,2011-01-14T08:58,2011-01-14T17:20,0.90,0.90,0.00
2011-01-15,10.2,6.3,8.9,2011-01-15T08:57,2011-01-15T17:22,0.00,0.00,0.00
2011-01-16,11.2,8.7,10.4,2011-01-16T08:56,2011-01-16T17:23,0.90,0.90,0.00
2011-01-17,10.2,4.5,7.4,2011-01-17T08:55,2011-01-17T17:25,15.50,15.50,0.00
2011-01-18,5.7,1.9,4.3,2011-01-18T08:54,2011-01-18T17:27,12.00,12.00,0.00
2011-01-19,6.6,-2.0,2.0,2011-01-19T08:53,2011-01-19T17:28,0.00,0.00,0.00
2011-01-20,6.0,3.0,4.0,2011-01-20T08:52,2011-01-20T17:30,0.00,0.00,0.00
2011-01-21,3.7,-0.3,1.8,2011-01-21T08:51,2011-01-21T17:31,0.00,0.00,0.00
2011-01-22,5.8,-2.0,2.2,2011-01-22T08:50,2011-01-22T17:33,0.00,0.00,0.00
2011-01-23,7.3,4.6,5.6,2011-01-23T08:49,2011-01-23T17:35,0.50,0.50,0.00
2011-01-24,6.1,2.7,4.8,2011-01-24T08:48,2011-01-24T17:37,0.10,0.10,0.00
2011-01-25,7.6,2.8,5.7,2011-01-25T08:46,2011-01-25T17:38,0.80,0.80,0.00
2011-01-26,6.4,2.2,5.0,2011-01-26T08:45,2011-01-26T17:40,1.10,1.10,0.00
2011-01-27,3.2,0.5,1.6,2011-01-27T08:44,2011-01-27T17:42,0.00,0.00,0.00
2011-01-28,1.5,-0.4,0.3,2011-01-28T08:42,2011-01-28T17:44,0.00,0.00,0.00
2011-01-29,1.6,-0.2,0.5,2011-01-29T08:41,2011-01-29T17:45,0.00,0.00,0.00
2011-01-30,4.0,-0.0,1.6,2011-01-30T08:40,2011-01-30T17:47,0.00,0.00,0.00
2011-01-31,2.3,-2.6,0.2,2011-01-31T08:38,2011-01-31T17:49,0.00,0.00,0.00
2011-02-01,6.3,-2.9,2.0,2011-02-01T08:36,2011-02-01T17:51,0.70,0.70,0.00
2011-02-02,8.8,-0.8,4.7,2011-02-02T08:35,2011-02-02T17:52,0.00,0.00,0.00
2011-02-03,8.8,2.8,6.2,2011-02-03T08:33,2011-02-03T17:54,0.00,0.00,0.00
2011-02-04,11.0,8.0,9.8,2011-02-04T08:32,2011-02-04T17:56,0.00,0.00,0.00
2011-02-05,11.4,10.1,10.7,2011-02-05T08:30,2011-02-05T17:58,0.00,0.00,0.00
2011-02-06,10.8,8.7,9.9,2011-02-06T08:28,2011-02-06T18:00,0.00,0.00,0.00
2011-02-07,11.0,4.7,8.1,2011-02-07T08:27,2011-02-07T18:01,0.00,0.00,0.00
2011-02-08,8.6,-0.5,3.8,2011-02-08T08:25,2011-02-08T18:03,0.00,0.00,0.00
2011-02-09,9.6,3.1,7.2,2011-02-09T08:23,2011-02-09T18:05,0.00,0.00,0.00
2011-02-10,9.8,6.4,8.3,2011-02-10T08:22,2011-02-10T18:07,6.70,6.70,0.00
2011-02-11,11.3,7.7,9.3,2011-02-11T08:20,2011-02-11T18:09,1.40,1.40,0.00
2011-02-12,9.8,3.9,8.1,2011-02-12T08:18,2011-02-12T18:11,1.10,1.10,0.00
2011-02-13,8.0,3.7,6.5,2011-02-13T08:16,2011-02-13T18:12,5.90,5.90,0.00
2011-02-14,9.0,2.9,5.9,2011-02-14T08:14,2011-02-14T18:14,1.00,1.00,0.00
2011-02-15,6.6,3.0,5.0,2011-02-15T08:12,2011-02-15T18:16,2.60,2.60,0.00
2011-02-16,9.3,2.1,5.5,2011-02-16T08:10,2011-02-16T18:18,0.00,0.00,0.00
2011-02-17,9.7,3.2,5.9,2011-02-17T08:08,2011-02-17T18:20,0.00,0.00,0.00
2011-02-18,8.0,3.0,5.1,2011-02-18T08:06,2011-02-18T18:22,0.00,0.00,0.00
2011-02-19,6.0,3.9,5.3,2011-02-19T08:04,2011-02-19T18:23,5.40,5.40,0.00
2011-02-20,5.6,3.8,4.7,2011-02-20T08:02,2011-02-20T18:25,0.00,0.00,0.00
2011-02-21,7.2,2.8,4.8,2011-02-21T08:00,2011-02-21T18:27,1.20,1.20,0.00
2011-02-22,6.3,3.2,4.7,2011-02-22T07:58,2011-02-22T18:29,1.10,1.10,0.00
2011-02-23,9.8,5.4,7.3,2011-02-23T07:56,2011-02-23T18:31,5.60,5.60,0.00
2011-02-24,11.5,7.5,9.2,2011-02-24T07:54,2011-02-24T18:32,0.00,0.00,0.00
2011-02-25,12.3,7.2,9.6,2011-02-25T07:52,2011-02-25T18:34,0.00,0.00,0.00
2011-02-26,9.5,4.9,8.0,2011-02-26T07:50,2011-02-26T18:36,5.10,5.10,0.00
2011-02-27,7.7,2.7,4.7,2011-02-27T07:48,2011-02-27T18:38,1.30,1.30,0.00
2011-02-28,5.0,2.5,3.8,2011-02-28T07:46,2011-02-28T18:39,0.60,0.60,0.00
2011-03-01,5.5,1.6,3.4,2011-03-01T07:44,2011-03-01T18:41,0.00,0.00,0.00
2011-03-02,7.0,0.6,3.5,2011-03-02T07:42,2011-03-02T18:43,0.00,0.00,0.00
2011-03-03,5.1,-0.0,2.0,2011-03-03T07:39,2011-03-03T18:45,0.00,0.00,0.00
2011-03-04,6.3,0.5,2.7,2011-03-04T07:37,2011-03-04T18:46,0.00,0.00,0.00
2011-03-05,5.9,-1.3,2.4,2011-03-05T07:35,2011-03-05T18:48,0.00,0.00,0.00
2011-03-06,4.8,1.9,3.2,2011-03-06T07:33,2011-03-06T18:50,0.00,0.00,0.00
2011-03-07,7.9,-1.7,2.8,2011-03-07T07:31,2011-03-07T18:52,0.00,0.00,0.00
2011-03-08,9.7,-2.6,3.4,2011-03-08T07:28,2011-03-08T18:53,0.00,0.00,0.00
2011-03-09,10.1,2.4,6.4,2011-03-09T07:26,2011-03-09T18:55,0.00,0.00,0.00
2011-03-10,12.2,4.3,8.4,2011-03-10T07:24,2011-03-10T18:57,0.00,0.00,0.00
2011-03-11,10.1,3.3,7.1,2011-03-11T07:22,2011-03-11T18:59,0.00,0.00,0.00
2011-03-12,11.9,5.4,8.0,2011-03-12T07:19,2011-03-12T19:00,0.60,0.60,0.00
2011-03-13,10.9,6.5,8.8,2011-03-13T07:17,2011-03-13T19:02,0.90,0.90,0.00
2011-03-14,10.5,0.8,6.0,2011-03-14T07:15,2011-03-14T19:04,0.00,0.00,0.00
2011-03-15,14.0,6.8,9.2,2011-03-15T07:13,2011-03-15T19:05,0.00,0.00,0.00
2011-03-16,10.9,5.6,7.9,2011-03-16T07:10,2011-03-16T19:07,0.00,0.00,0.00
2011-03-17,8.9,4.0,6.3,2011-03-17T07:08,2011-03-17T19:09,0.00,0.00,0.00
2011-03-18,6.7,1.1,5.2,2011-03-18T07:06,2011-03-18T19:10,5.00,5.00,0.00
2011-03-19,9.8,-3.0,3.2,2011-03-19T07:04,2011-03-19T19:12,0.00,0.00,0.00
2011-03-20,10.9,-0.2,5.2,2011-03-20T07:01,2011-03-20T19:14,0.00,0.00,0.00
2011-03-21,12.9,1.5,7.0,2011-03-21T06:59,2011-03-21T19:16,0.00,0.00,0.00
2011-03-22,14.3,5.7,9.9,2011-03-22T06:57,2011-03-22T19:17,0.00,0.00,0.00
2011-03-23,14.7,2.6,8.5,2011-03-23T06:54,2011-03-23T19:19,0.00,0.00,0.00
2011-03-24,14.3,1.9,7.8,2011-03-24T06:52,2011-03-24T19:21,0.00,0.00,0.00
2011-03-25,15.6,1.5,8.4,2011-03-25T06:50,2011-03-25T19:22,0.00,0.00,0.00
2011-03-26,13.4,5.4,8.2,2011-03-26T06:48,2011-03-26T19:24,0.00,0.00,0.00
2011-03-27,13.2,4.6,8.2,2011-03-27T06:45,2011-03-27T19:26,0.00,0.00,0.00
2011-03-28,11.6,6.1,8.5,2011-03-28T06:43,2011-03-28T19:27,0.10,0.10,0.00
2011-03-29,15.1,2.9,9.3,2011-03-29T06:41,2011-03-29T19:29,1.60,1.60,0.00
2011-03-30,11.7,3.8,8.2,2011-03-30T06:38,2011-03-30T19:31,0.30,0.30,0.00
2011-03-31,17.1,8.5,12.2,2011-03-31T06:36,2011-03-31T19:32,1.40,1.40,0.00
2011-04-01,15.0,10.9,12.5,2011-04-01T06:34,2011-04-01T19:34,0.00,0.00,0.00
2011-04-02,17.2,10.3,13.5,2011-04-02T06:32,2011-04-02T19:36,0.00,0.00,0.00
2011-04-03,13.6,4.1,9.4,2011-04-03T06:29,2011-04-03T19:37,0.00,0.00,0.00
2011-04-04,12.0,3.5,8.4,2011-04-04T06:27,2011-04-04T19:39,0.00,0.00,0.00
2011-04-05,12.8,8.3,10.4,2011-04-05T06:25,2011-04-05T19:41,1.40,1.40,0.00
2011-04-06,19.5,10.1,14.1,2011-04-06T06:23,2011-04-06T19:42,0.00,0.00,0.00
2011-04-07,19.3,6.2,12.9,2011-04-07T06:20,2011-04-07T19:44,0.00,0.00,0.00
2011-04-08,18.0,5.9,12.7,2011-04-08T06:18,2011-04-08T19:46,0.00,0.00,0.00
2011-04-09,15.1,5.8,10.3,2011-04-09T06:16,2011-04-09T19:47,0.00,0.00,0.00
2011-04-10,16.8,5.9,10.6,2011-04-10T06:14,2011-04-10T19:49,0.00,0.00,0.00
2011-04-11,18.9,5.0,11.9,2011-04-11T06:11,2011-04-11T19:51,0.00,0.00,0.00
2011-04-12,12.5,5.1,8.7,2011-04-12T06:09,2011-04-12T19:52,0.00,0.00,0.00
2011-04-13,11.3,2.2,7.0,2011-04-13T06:07,2011-04-13T19:54,0.00,0.00,0.00
2011-04-14,12.6,6.3,9.4,2011-04-14T06:05,2011-04-14T19:56,0.00,0.00,0.00
2011-04-15,14.1,6.9,10.5,2011-04-15T06:03,2011-04-15T19:58,0.00,0.00,0.00
2011-04-16,16.1,7.0,11.8,2011-04-16T06:01,2011-04-16T19:59,0.00,0.00,0.00
2011-04-17,17.6,7.0,12.2,2011-04-17T05:58,2011-04-17T20:01,0.20,0.20,0.00
2011-04-18,16.5,5.9,11.0,2011-04-18T05:56,2011-04-18T20:03,0.00,0.00,0.00
2011-04-19,21.8,8.8,15.2,2011-04-19T05:54,2011-04-19T20:04,0.00,0.00,0.00
2011-04-20,22.8,8.2,15.6,2011-04-20T05:52,2011-04-20T20:06,0.00,0.00,0.00
2011-04-21,22.6,8.4,15.6,2011-04-21T05:50,2011-04-21T20:08,0.00,0.00,0.00
2011-04-22,23.4,7.8,16.2,2011-04-22T05:48,2011-04-22T20:09,0.00,0.00,0.00
2011-04-23,24.8,10.0,17.5,2011-04-23T05:46,2011-04-23T20:11,0.10,0.10,0.00
2011-04-24,23.0,9.7,16.2,2011-04-24T05:44,2011-04-24T20:13,0.10,0.10,0.00
2011-04-25,20.4,8.3,13.8,2011-04-25T05:42,2011-04-25T20:14,0.00,0.00,0.00
2011-04-26,16.3,8.1,11.5,2011-04-26T05:40,2011-04-26T20:16,0.00,0.00,0.00
2011-04-27,15.3,7.2,10.7,2011-04-27T05:38,2011-04-27T20:18,0.00,0.00,0.00
2011-04-28,15.7,5.5,10.3,2011-04-28T05:36,2011-04-28T20:19,0.00,0.00,0.00
2011-04-29,18.0,7.7,12.6,2011-04-29T05:34,2011-04-29T20:21,1.00,1.00,0.00
2011-04-30,17.9,11.7,14.5,2011-04-30T05:32,2011-04-30T20:23,0.50,0.50,0.00
2011-05-01,16.4,10.9,13.5,2011-05-01T05:30,2011-05-01T20:24,0.00,0.00,0.00
2011-05-02,13.9,7.3,11.0,2011-05-02T05:28,2011-05-02T20:26,0.00,0.00,0.00
2011-05-03,12.9,6.3,9.4,2011-05-03T05:26,2011-05-03T20:27,0.00,0.00,0.00
2011-05-04,15.0,3.0,9.6,2011-05-04T05:25,2011-05-04T20:29,0.00,0.00,0.00
2011-05-05,18.9,7.4,13.3,2011-05-05T05:23,2011-05-05T20:31,0.00,0.00,0.00
2011-05-06,22.5,11.2,16.9,2011-05-06T05:21,2011-05-06T20:32,0.00,0.00,0.00
2011-05-07,22.3,14.1,17.9,2011-05-07T05:19,2011-05-07T20:34,5.70,5.70,0.00
2011-05-08,18.8,13.6,16.1,2011-05-08T05:18,2011-05-08T20:35,6.00,6.00,0.00
2011-05-09,17.9,9.4,14.2,2011-05-09T05:16,2011-05-09T20:37,0.00,0.00,0.00
2011-05-10,19.1,8.4,14.4,2011-05-10T05:14,2011-05-10T20:39,0.00,0.00,0.00
2011-05-11,16.8,8.0,13.0,2011-05-11T05:12,2011-05-11T20:40,0.10,0.10,0.00
2011-05-12,17.1,7.3,12.7,2011-05-12T05:11,2011-05-12T20:42,0.30,0.30,0.00
2011-05-13,16.9,6.1,12.3,2011-05-13T05:09,2011-05-13T20:43,0.00,0.00,0.00
2011-05-14,15.6,6.9,11.8,2011-05-14T05:08,2011-05-14T20:45,0.60,0.60,0.00
2011-05-15,14.6,7.4,11.6,2011-05-15T05:06,2011-05-15T20:46,0.00,0.00,0.00
2011-05-16,19.1,10.3,14.0,2011-05-16T05:05,2011-05-16T20:48,0.00,0.00,0.00
2011-05-17,17.1,9.9,13.7,2011-05-17T05:03,2011-05-17T20:49,0.00,0.00,0.00
2011-05-18,17.6,12.6,14.7,2011-05-18T05:02,2011-05-18T20:51,0.00,0.00,0.00
2011-05-19,17.2,7.3,13.1,2011-05-19T05:01,2011-05-19T20:52,0.00,0.00,0.00
2011-05-20,16.6,9.1,13.4,2011-05-20T04:59,2011-05-20T20:54,0.00,0.00,0.00
2011-05-21,18.8,7.3,13.7,2011-05-21T04:58,2011-05-21T20:55,0.20,0.20,0.00
2011-05-22,18.0,10.9,14.1,2011-05-22T04:57,2011-05-22T20:57,0.20,0.20,0.00
2011-05-23,17.4,9.1,13.3,2011-05-23T04:56,2011-05-23T20:58,0.00,0.00,0.00
2011-05-24,17.7,8.3,13.0,2011-05-24T04:54,2011-05-24T20:59,0.00,0.00,0.00
2011-05-25,18.1,6.4,13.1,2011-05-25T04:53,2011-05-25T21:01,0.00,0.00,0.00
2011-05-26,17.2,10.7,13.1,2011-05-26T04:52,2011-05-26T21:02,2.70,2.70,0.00
2011-05-27,16.1,10.1,12.7,2011-05-27T04:51,2011-05-27T21:03,0.60,0.60,0.00
2011-05-28,15.2,8.4,12.2,2011-05-28T04:50,2011-05-28T21:04,0.00,0.00,0.00
2011-05-29,17.8,12.2,15.0,2011-05-29T04:49,2011-05-29T21:06,0.00,0.00,0.00
2011-05-30,19.6,11.4,14.7,2011-05-30T04:48,2011-05-30T21:07,0.90,0.90,0.00
2011-05-31,16.1,7.4,12.1,2011-05-31T04:47,2011-05-31T21:08,0.50,0.50,0.00
2011-06-01,19.2,6.5,13.8,2011-06-01T04:46,2011-06-01T21:09,0.00,0.00,0.00
2011-06-02,21.5,10.2,16.6,2011-06-02T04:46,2011-06-02T21:10,0.00,0.00,0.00
2011-06-03,21.7,11.5,16.7,2011-06-03T04:45,2011-06-03T21:11,0.00,0.00,0.00
2011-06-04,23.2,11.9,17.2,2011-06-04T04:44,2011-06-04T21:12,0.00,0.00,0.00
2011-06-05,19.9,11.5,15.1,2011-06-05T04:44,2011-06-05T21:13,9.50,9.50,0.00
