"","Barnet.Vale","Brunswick.Park","Burnt.Oak","Childs.Hill","Colindale.North","Colindale.South","Cricklewood","East.Barnet","East.Finchley","Edgware","Edgwarebury","Finchley.Church.End","Friern.Barnet","Garden.Suburb","Golders.Green","Hendon","High.Barnet","Mill.Hill","Totteridge...Woodside","Underhill","West.Finchley","West.Hendon","Whetstone","Woodhouse"
"1",4.71649642802347,10.3951673059597,7.10189048500484,21.0798891082186,4.93305344404934,0.493589814113157,11.8029371398744,4.90780887845532,6.2797197513804,13.5381244620985,4.36208987793576,13.8888447810869,8.33969964419358,6.84713532940547,7.33146832089684,14.4269315581955,6.31509269149535,8.45738778446316,9.9928735096399,2.27238760075275,10.4705799207673,8.71220199364441,6.07527455737317,6.39083118791339
"2",4.42771487963267,6.15965919374784,11.3447938501706,21.0798891082186,5.37344359971629,0.489722644719638,10.9973378896124,4.06185669747917,9.17857382150028,8.47492884209667,3.36883205996163,12.4538650832507,8.33969964419358,6.84713532940547,7.96306774274016,15.2906964375055,6.17339103702705,7.72104541807257,9.71704465831232,2.48617659997387,8.82962660352221,10.9821843229997,6.07527455737317,6.39083118791339
"3",6.04414259523805,6.23462972650215,12.0353517634355,21.0798891082186,5.37344359971629,0.474875635795361,10.9973378896124,7.54393937943793,6.91428612761863,8.86545893686083,2.93754052845908,12.4538650832507,7.4977821681285,6.84713532940547,7.87784998581842,15.5084100842649,6.14407413730979,7.27826010559987,9.71704465831232,3.85322664624629,11.4646217266905,8.51396251107329,6.07527455737317,6.39083118791339
"4",5.96008511109579,6.42035901057437,8.5568783178166,21.0798891082186,5.37344359971629,0.811148095896434,10.9973378896124,7.9606903741296,8.68291560555985,9.44783017602402,3.05949509212043,12.4538650832507,8.16140509986247,6.84713532940547,7.79263222889668,15.5632852396696,6.13800871335792,7.54280179768888,9.71704465831232,2.62828509156137,8.45027842278919,9.84668342560769,6.07527455737317,6.39083118791339
"5",4.83019428584099,5.38539620610638,9.5417038876287,21.0798891082186,5.37344359971629,0.478904763512353,10.9973378896124,5.31871330510961,7.30144352553444,8.83511828510407,2.71498525024669,12.4538650832507,8.55103101891833,6.84713532940547,7.70741447197493,15.5771166311579,6.13675382733413,8.21452457156435,9.71704465831232,2.68799958505291,10.0077387652045,11.4021722184156,6.07527455737317,6.39083118791339
"6",5.01363470467277,5.97392990967561,11.7235776651142,21.0798891082186,5.37344359971629,0.809734234092648,10.9973378896124,5.17161035918038,8.38050792635585,7.64003515502093,3.12972585113929,12.4538650832507,7.99962897072818,6.84713532940547,7.62219671505319,15.5806028607475,6.13649420180009,7.42853256555501,9.71704465831232,3.57809255511457,12.2302744179646,9.83082628077857,6.07527455737317,6.39083118791339
"7",4.95999185143696,6.75602936015522,10.0430201438033,21.0798891082186,5.37344359971629,0.252512399644351,10.9973378896124,7.1655473446852,7.53765341054207,9.5320043253282,3.15469267687589,12.4538650832507,8.66325190246215,6.84713532940547,7.53697895813145,15.581481571813,6.13644048742552,8.88406430737679,9.71704465831232,2.69702038676748,10.9681625257635,9.98278034368939,6.07527455737317,6.39083118791339
"8",5.31969580137393,8.49812108234851,9.13349484484368,21.0798891082186,5.37344359971629,0.81663074630946,10.9973378896124,7.15079572641001,8.19600497351357,12.481048978867,3.38398591233245,12.4538650832507,8.6005862645088,6.84713532940547,7.45176120120971,15.5817030526755,6.13642937436591,9.18063906458644,9.71704465831232,2.61893020105103,10.725171559167,9.16250489799301,6.07527455737317,6.39083118791339
"9",6.72507146249433,6.61392475748474,10.7859751242384,21.0798891082186,5.37344359971629,0.498941997735321,10.9973378896124,5.65384456751376,7.68176820745847,11.2321323512364,4.42854592235747,12.4538650832507,8.46843894293422,6.84713532940547,7.36654344428796,15.5817588773651,6.13642707516584,9.24808456511374,9.71704465831232,3.74097051792105,13.1920143553303,10.4400957913213,6.07527455737317,6.39083118791339
"10",6.98458417724508,6.29392733358018,10.7539569749221,21.0798891082186,5.37344359971629,0.776449078875902,10.9973378896124,5.7589636575952,8.08343726459452,11.0637840526281,4.15109019563706,12.4538650832507,7.61000305167232,6.84713532940547,7.28132568736622,15.5817729480886,6.13642659948037,8.50039116802934,9.71704465831232,2.10152499826542,7.93642837493901,9.14697097052354,6.07527455737317,6.39083118791339
"11",5.15777339376632,7.39602420796434,9.52919333751287,21.0798891082186,5.37344359971629,0.778335775230774,10.9973378896124,6.87689417043962,7.76969456451835,11.982851889008,3.28031432363067,12.4538650832507,10.4131605153796,6.84713532940547,7.19610793044448,15.5817764946422,6.13642650106498,10.5980836417702,9.71704465831232,2.40275609168128,12.292248390056,10.5970224914437,6.07527455737317,6.39083118791339
"12",4.52068047424661,9.22092292575008,10.0821923849059,21.0798891082186,5.37344359971629,0.354019974941812,10.9973378896124,6.72769938239404,8.01475820609666,11.8986777397038,3.37504795758781,12.4538650832507,7.77177918080661,6.84713532940547,7.11089017352274,15.5817773885581,6.13642648070365,9.32763588142898,9.71704465831232,2.18294831020028,9.06029417323164,9.84202661521772,6.07527455737317,6.39083118791339
