val_loss,epoch,step,train_loss
5.647777557373047,0,49,
,0,49,6.322020053863525
5.307457447052002,1,99,
,1,99,5.6891889572143555
5.440884590148926,2,149,
,2,149,5.431489944458008
5.299701690673828,3,199,
,3,199,5.3491692543029785
5.272580146789551,4,249,
,4,249,5.4709086418151855
5.410881519317627,5,299,
,5,299,5.220213413238525
